Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,Boletos,3,1,0,5,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,menu,0,6,0,9,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,listar,18,4,0,39,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,crear,13,2,0,56,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,editar,28,5,0,69,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,eliminar,36,7,0,96,0,com.cristian.proyecto1.Boletos,com.cristian.proyecto1.Boletos
Proyecto-1-Poo-master,com.cristian.proyecto1,Boletos,volverAtras,3,1,0,130,0,,
Proyecto-1-Poo-master,com.cristian.proyecto1,CerrarSesion,CerrarSesion,5,1,0,7,0,com.cristian.proyecto1.Principal,com.cristian.proyecto1.Principal
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,Horarios,3,1,0,5,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,menu,0,6,0,9,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,listar,18,4,0,39,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,crear,13,2,0,56,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,editar,28,5,0,69,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,eliminar,36,7,0,96,0,com.cristian.proyecto1.Horarios,com.cristian.proyecto1.Horarios
Proyecto-1-Poo-master,com.cristian.proyecto1,Horarios,volverAtras,3,1,0,130,0,,
Proyecto-1-Poo-master,com.cristian.proyecto1,IniciarSesion,IniciarSesion,3,1,0,18,0,com.cristian.proyecto1.IniciarSesion,com.cristian.proyecto1.IniciarSesion
Proyecto-1-Poo-master,com.cristian.proyecto1,IniciarSesion,menu,0,3,0,22,0,com.cristian.proyecto1.IniciarSesion,com.cristian.proyecto1.IniciarSesion
Proyecto-1-Poo-master,com.cristian.proyecto1,IniciarSesion,inicioSesion,18,4,0,41,0,com.cristian.proyecto1.IniciarSesion,com.cristian.proyecto1.IniciarSesion
Proyecto-1-Poo-master,com.cristian.proyecto1,IniciarSesion,registro,26,3,0,61,0,com.cristian.proyecto1.IniciarSesion,com.cristian.proyecto1.IniciarSesion
Proyecto-1-Poo-master,com.cristian.proyecto1,Menu,Menu,0,8,0,16,0,,
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,Peliculas,3,1,0,5,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,menu,0,6,0,9,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,listar,18,4,0,39,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,crear,13,2,0,56,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,editar,28,5,0,69,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,eliminar,36,7,0,96,0,com.cristian.proyecto1.Peliculas,com.cristian.proyecto1.Peliculas
Proyecto-1-Poo-master,com.cristian.proyecto1,Peliculas,volverAtras,3,1,0,130,0,,
Proyecto-1-Poo-master,com.cristian.proyecto1,Principal,main,0,3,1,7,0,,
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,Reservas,3,1,0,5,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,menu,0,7,0,9,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,listar,18,4,0,42,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,crear,13,2,0,59,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,editar,28,5,0,72,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,pagar,28,5,0,99,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,eliminar,36,7,0,126,0,com.cristian.proyecto1.Reservas,com.cristian.proyecto1.Reservas
Proyecto-1-Poo-master,com.cristian.proyecto1,Reservas,volverAtras,3,1,0,160,0,,
