Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
Java-OOP-Shop-master,com.brtsgn,Assortment,0,0,6,6,8,6,1,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Assortment.java,3
Java-OOP-Shop-master,com.brtsgn,Camera,0,0,1,1,5,1,0,2,-1.0,2,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Camera.java,3
Java-OOP-Shop-master,com.brtsgn,Factory,0,0,1,1,35,8,0,0,-1.0,3,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Factory.java,3
Java-OOP-Shop-master,com.brtsgn,Factory.productType,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Factory.java,4
Java-OOP-Shop-master,com.brtsgn,Laptop,1,0,4,4,15,4,0,2,0.5,2,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Laptop.java,3
Java-OOP-Shop-master,com.brtsgn,Main,0,0,1,1,20,1,0,0,-1.0,0,7,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Main.java,5
Java-OOP-Shop-master,com.brtsgn,Phone,1,0,2,1,9,2,0,2,1.0,2,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Phone.java,3
Java-OOP-Shop-master,com.brtsgn,Printer,1,0,2,2,9,2,0,2,1.0,2,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Printer.java,3
Java-OOP-Shop-master,com.brtsgn,Product,4,0,7,7,30,7,4,1,0.0,3,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Product.java,3
Java-OOP-Shop-master,com.brtsgn,Shop,2,0,7,7,112,28,0,0,0.42857142857142855,2,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\Shop.java,8
Java-OOP-Shop-master,com.brtsgn,ShoppingCart,5,0,5,4,270,58,0,0,0.4,2,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E07\Repo2\Java-OOP-Shop-master\Java-OOP-Shop-master\src\com\brtsgn\ShoppingCart.java,6
