Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ProyectoPOO,ec.edu.espol.proyectopoo,Auto,Auto,Long Parameter List,The method has 7 parameters. ,7
ProyectoPOO,ec.edu.espol.proyectopoo,Camioneta,Camioneta,Long Parameter List,The method has 7 parameters. ,8
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,Comprador,Long Parameter List,The method has 5 parameters. ,11
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Complex Conditional,The conditional expression tipoVe.equals("") || tipoVe.equals(veh.getTipo().toString()) && veh.getRecorrido() >= rangorecorrido1 && veh.getRecorrido() <= rangorecorrido2 && veh.getAÃ(o() >= rangoanio1 && veh.getAÃ(o() <= rangoanio2 && veh.getPrecio() >= rangoprecio1 && veh.getPrecio() <= rangoprecio2)) is complex.,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Complex Method,Cyclomatic complexity of the method is 13,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Long Statement,The length of the statement "System.out.println("1._Tipo de vehÃ­culo\n2._ Recorrido (Especificado en un rango)\n3._ AÃ±o (Especificado en un rango)\n4._ Precio (Especificado en un rango)");" is 161.,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Long Statement,The length of the statement "System.out.println("Ingrese los numeros correspondientes de los parametros por los que desee filtrar separados por coma ");" is 123.,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Long Statement,The length of the statement "if (tipoVe.equals("") || tipoVe.equals(veh.getTipo().toString()) && veh.getRecorrido() >= rangorecorrido1 && veh.getRecorrido() <= rangorecorrido2 && veh.getAÃ(o() >= rangoanio1 && veh.getAÃ(o() <= rangoanio2 && veh.getPrecio() >= rangoprecio1 && veh.getPrecio() <= rangoprecio2))) ;" is 283.,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Magic Number,The method contains a magic number: 4,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Magic Number,The method contains a magic number: 2,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Magic Number,The method contains a magic number: 3,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,filtrar_Vehiculos,Magic Number,The method contains a magic number: 4,20
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,ofertar_Vehiculo,Complex Method,Cyclomatic complexity of the method is 11,92
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,ofertar_Vehiculo,Magic Number,The method contains a magic number: 2,92
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,readfile,Magic Number,The method contains a magic number: 2,160
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,readfile,Magic Number,The method contains a magic number: 3,160
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,readfile,Magic Number,The method contains a magic number: 4,160
ProyectoPOO,ec.edu.espol.proyectopoo,Oferta,readfile,Magic Number,The method contains a magic number: 2,52
ProyectoPOO,ec.edu.espol.proyectopoo,ProyectoPOO,main,Magic Number,The method contains a magic number: 2,9
ProyectoPOO,ec.edu.espol.proyectopoo,ProyectoPOO,main,Magic Number,The method contains a magic number: 3,9
ProyectoPOO,ec.edu.espol.proyectopoo,Usuario,Usuario,Long Parameter List,The method has 5 parameters. ,17
ProyectoPOO,ec.edu.espol.proyectopoo,Usuario,validar_correo,Magic Number,The method contains a magic number: 3,28
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,codificarHash,Magic Number,The method contains a magic number: 16,21
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,codificarHash,Magic Number,The method contains a magic number: 64,21
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,validar_clave,Magic Number,The method contains a magic number: 3,63
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,validar_clave,Magic Number,The method contains a magic number: 3,63
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,validar_clave,Magic Number,The method contains a magic number: 4,63
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,registrarUsuario,Empty catch clause,The method has an empty catch block.,85
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,registrarUsuario,Magic Number,The method contains a magic number: 2,85
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,menu,Complex Method,Cyclomatic complexity of the method is 13,174
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,menu,Long Parameter List,The method has 5 parameters. ,174
