Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
ProyectoPOO,ec.edu.espol.proyectopoo,Auto,2,0,2,2,9,2,0,1,1.0,1,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Auto.java,3
ProyectoPOO,ec.edu.espol.proyectopoo,Camioneta,3,0,2,2,10,2,0,1,1.0,1,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Camioneta.java,3
ProyectoPOO,ec.edu.espol.proyectopoo,Comprador,1,0,5,5,160,28,0,1,0.6,3,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Comprador.java,8
ProyectoPOO,ec.edu.espol.proyectopoo,Oferta,5,0,10,10,64,12,0,0,0.2,3,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Oferta.java,9
ProyectoPOO,ec.edu.espol.proyectopoo,ProyectoPOO,0,0,1,1,20,5,0,0,-1.0,0,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\ProyectoPOO.java,7
ProyectoPOO,ec.edu.espol.proyectopoo,TipoVehiculo,0,0,0,0,1,0,0,0,-1.0,4,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\TipoVehiculo.java,4
ProyectoPOO,ec.edu.espol.proyectopoo,Usuario,5,0,5,5,41,7,2,0,0.0,3,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Usuario.java,10
ProyectoPOO,ec.edu.espol.proyectopoo,Utilitaria,0,0,12,12,237,42,0,0,-1.0,5,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Utilitaria.java,20
ProyectoPOO,ec.edu.espol.proyectopoo,Vehiculo,14,1,16,15,96,22,2,0,0.25,3,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Vehiculo.java,9
ProyectoPOO,ec.edu.espol.proyectopoo,Vendedor,1,0,6,6,116,18,0,1,0.3333333333333333,3,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E29\Repo1\ProyectoPOO1-main\ProyectoPOO1-main\ProyectoPOO\src\main\java\ec\edu\espol\proyectopoo\Vendedor.java,7
