Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
AppDeContactos,ec.edu.espol.appdecontactos,AgregarAsociadoController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,ContactosAsociadosController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,CraerContactoController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,EditarFotosController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,EditarPersonaController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,PrimaryController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,SecondaryController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos,VerFotosController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppDeContactos,ec.edu.espol.appdecontactos.clases,ArrayList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
AppDeContactos,ec.edu.espol.appdecontactos.clases,Contacto,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: nombre; telefonoPrincipal; fotosAsociadas; fotoPerfil; redesSociales; correoPrincipal; fechas; contactosRelacionados; nota; serialVersionUID
AppDeContactos,ec.edu.espol.appdecontactos.clases,Contacto,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
AppDeContactos,ec.edu.espol.appdecontactos.clases,DoubleCircularLinkedList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 38 public methods
AppDeContactos,ec.edu.espol.appdecontactos.clases,Empresa,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: telefonoWha; telefonoProvisional; correoSecundario; correoProvisional
AppDeContactos,ec.edu.espol.appdecontactos.clases,Persona,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: apellido; telefonoTrabajo; telefonoCasa; correoTrabajo; correoProvisional
