Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,Auspiciante,5,1,7,17,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getWebPage,3,1,0,24,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getNombre,3,1,0,28,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getDireccion,3,1,0,32,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getTelefono,3,1,0,36,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getCiudad,3,1,0,40,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getEmail,3,1,0,44,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,getCodigo,3,1,0,47,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setWebPage,3,1,1,52,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setNombre,3,1,1,56,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setDireccion,3,1,1,60,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setTelefono,3,1,1,64,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setCiudad,3,1,1,68,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setEmail,3,1,1,72,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,setId,3,1,1,76,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,toString,3,1,0,81,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,equals,10,3,1,86,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,generarArchivoAuspiciantes,23,1,1,99,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,cargarListaAuspiciantes,20,1,0,122,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,actualizarArchivoAuspiciantes,16,1,1,140,0,com.mycompany.modelo.Auspiciante,com.mycompany.modelo.Auspiciante
Pet-Contest-Management-System-main,com.mycompany.modelo,Auspiciante,actualizarListaAuspiciantes,21,2,1,154,0,com.mycompany.modelo.Auspiciante,com.mycompany.modelo.Auspiciante
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,Ciudad,5,1,3,18,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,Ciudad,3,1,1,23,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,getNombre,3,1,0,27,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,getProvincia,3,1,0,31,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,getId,3,1,0,34,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,setId,3,1,1,38,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,setNombre,3,1,1,42,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,setProvincia,3,1,1,46,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,equals,12,3,1,51,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,toString,3,1,0,64,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,cargarCiudades,16,2,0,69,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,escribirCiudad,9,1,1,90,0,com.mycompany.modelo.Ciudad,com.mycompany.modelo.Ciudad
Pet-Contest-Management-System-main,com.mycompany.modelo,Ciudad,actualizarListaCiudades,13,2,1,101,0,com.mycompany.modelo.Ciudad,com.mycompany.modelo.Ciudad
Pet-Contest-Management-System-main,com.mycompany.modelo,Concurso,Concurso,15,1,11,38,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Concurso,Concurso,16,1,12,55,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Concurso,Concurso,17,1,13,72,0,,
Pet-Contest-Management-System-main,com.mycompany.modelo,Concurso,Concurso,3,1,1,90,0,,
