Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
ProyectoPooBacan-main,ec.edu.espol.proyectop1,App,start,6,1,1,21,0,ec.edu.espol.proyectop1.App,ec.edu.espol.proyectop1.App
ProyectoPooBacan-main,ec.edu.espol.proyectop1,App,setRoot,3,1,1,31,0,ec.edu.espol.proyectop1.App,ec.edu.espol.proyectop1.App
ProyectoPooBacan-main,ec.edu.espol.proyectop1,App,loadFXML,4,1,1,35,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,App,main,3,1,1,40,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Auto,Auto,5,1,12,23,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Auto,getTipoVidrios,3,1,0,36,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Auto,getTipoTransmision,3,1,0,40,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Camioneta,Camioneta,4,1,13,19,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Camioneta,getTipoTraccion,3,1,0,24,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Camioneta,guardarInfoCamArraySer,8,1,2,32,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,Oferta,5,1,3,27,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,getUsuario,3,1,0,37,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,getVehiculo,3,1,0,44,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,getPrecioOfertado,3,1,0,48,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,saveSer,9,1,1,53,0,ec.edu.espol.proyectop1.Oferta,ec.edu.espol.proyectop1.Oferta
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,readListFromFileSer,10,1,1,65,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,filtrarOfertasPorVehiculo,12,3,2,75,0,ec.edu.espol.proyectop1.Oferta,ec.edu.espol.proyectop1.Oferta
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Starter,main,3,1,1,12,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,Usuario,8,1,5,37,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getNombres,3,1,0,50,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setNombres,3,1,1,54,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getApellidos,3,1,0,58,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setApellidos,3,1,1,62,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getOrganizacion,3,1,0,66,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setOrganizacion,3,1,1,70,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getCorreo,3,1,0,74,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setCorreo,3,1,1,78,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getClave,3,1,0,82,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setClave,3,1,1,86,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,getVehiculos,3,1,0,90,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,setVehiculos,3,1,1,94,0,,
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,saveSer,5,1,1,105,0,ec.edu.espol.proyectop1.Usuario,ec.edu.espol.proyectop1.Usuario
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,saveSerList,8,1,2,120,0,,
