Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
ProyectoPooBacan-main,ec.edu.espol.proyectop1,App,1,0,4,2,19,4,0,0,0.5,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\App.java,17
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Auto,2,0,3,3,18,3,1,1,0.0,3,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Auto.java,14
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Camioneta,1,0,3,3,21,3,0,2,0.6666666666666666,3,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Camioneta.java,12
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Oferta,3,0,7,7,53,9,0,0,0.0,2,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Oferta.java,16
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Starter,0,0,1,1,8,1,0,0,-1.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Starter.java,7
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Usuario,6,0,19,19,109,26,0,0,0.0,15,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Usuario.java,24
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Utilitaria,0,0,5,4,58,7,0,0,-1.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Utilitaria.java,21
ProyectoPooBacan-main,ec.edu.espol.proyectop1,Vehiculo,10,0,17,17,98,21,1,0,0.11764705882352941,6,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\Vehiculo.java,15
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,CambiarClaveController,6,0,6,2,62,8,0,0,0.5,1,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\CambiarClaveController.java,23
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,CarrosEncontradosController,6,0,6,4,78,6,0,0,0.3333333333333333,1,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\CarrosEncontradosController.java,28
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,CarrosUsuarioController,7,0,7,5,86,8,0,0,0.0,2,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\CarrosUsuarioController.java,30
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,CreacionController,20,0,8,2,198,21,0,0,0.25,1,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\CreacionController.java,37
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,InicioController,9,0,8,3,102,8,0,0,0.375,5,6,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\InicioController.java,25
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,LoginController,5,0,5,1,66,6,0,0,0.6,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\LoginController.java,29
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,MisCarrosController,7,0,5,2,79,9,0,0,0.4,2,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\MisCarrosController.java,21
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,MisOfertasController,0,0,1,1,11,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\MisOfertasController.java,11
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,NuevousuarioController,7,0,4,1,62,5,0,0,0.75,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\NuevousuarioController.java,25
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,PerfilController,10,0,5,2,75,6,0,0,0.4,1,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\PerfilController.java,36
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,SpecsAceptarOfertaController,21,0,10,6,177,22,0,0,0.0,1,7,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\SpecsAceptarOfertaController.java,40
ProyectoPooBacan-main,ec.edu.espol.proyectop1.controllers,SpecsCarroController,21,0,10,5,202,21,0,0,0.2,1,6,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\controllers\SpecsCarroController.java,32
ProyectoPooBacan-main,ec.edu.espol.proyectop1.excepciones,CorreoExistenteException,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\excepciones\CorreoExistenteException.java,7
ProyectoPooBacan-main,ec.edu.espol.proyectop1.excepciones,placaExisteException,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\excepciones\placaExisteException.java,7
ProyectoPooBacan-main,ec.edu.espol.proyectop1.excepciones,UsuarioNoExisteException,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E17\Repo1\ProyectoPooBacan-main\ProyectoPooBacan-main\src\main\java\ec\edu\espol\proyectop1\excepciones\UsuarioNoExisteException.java,7
