Project Name,Package Name,Architecture Smell,Cause of the Smell
Taller01-snake-main,com.espol.taller01.snake,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Constants; GameView; GUIView; IGameFactory; Main; GameController; GameModel; GameOverException; GameTile; GoldModel; Position; RectangularTile; RoundTile; SnakeModel; GameFactory]; [GoldModel.Directions]; [GoldModel.GoldModel]; [GoldModel.Directions]; [GUIView.StartGameListener]; [SnakeModel.Directions]. LCC (Lack of Component Cohesion) = 0.3
