Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos,App,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos,App,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scene; path
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.controllers,ContactVisualizationController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.dataStructures,ArrayList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.dataStructures,CustomCircularIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_date,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_date,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_email,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_email,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_phone,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.enums,Type_phone,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Address,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Address,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Street; secondaryStreet; postalCode; city; label; country
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Company,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Company,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: department; website
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Company,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Email,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Email,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: emailAddress; label
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Person,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Person,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: firstName1; firstName2; lastName1; lastName2
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Person,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Phone,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Phone,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: number; label
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Relation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Relation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,SpecialDate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,SpecialDate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: date; label
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,User,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.utilties,General,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
