Project Name,Package Name,Architecture Smell,Cause of the Smell
G3_Proyecto1_EDD-main,g3.g3_proyecto_contactos.models,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Address]; [Company; Contact; Person; User]; [Email]; [Phone]; [Relation]; [SpecialDate]. LCC (Lack of Component Cohesion) = 0.67
