Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
POO-P3-G05-master,com.mycompany.proyectofinal,TertiaryController,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ordenDetalle (48); facturaDetalle (49)
POO-P3-G05-master,com.mycompany.proyectofinal,TertiaryController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
