Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
POO-P3-G05-master,com.mycompany.proyectofinal,App,start,5,1,1,20,0,com.mycompany.proyectofinal.App,com.mycompany.proyectofinal.App
POO-P3-G05-master,com.mycompany.proyectofinal,App,setRoot,3,1,1,28,0,com.mycompany.proyectofinal.App,com.mycompany.proyectofinal.App
POO-P3-G05-master,com.mycompany.proyectofinal,App,loadFXML,4,1,1,32,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,App,main,3,1,1,37,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,App,changeRoot,3,1,1,41,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos2Controller,initialize,2,1,2,42,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos2Controller,switchToTertiary,3,1,1,50,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos2Controller,guardarProveedor,24,2,1,55,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos2Controller,llenarCampos,8,1,1,89,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos3Controller,initialize,2,1,2,48,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos3Controller,guardarServicio,31,3,1,56,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos3Controller,switchToTertiary,3,1,1,95,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos3Controller,llenarCampos,7,1,1,100,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos4Controller,initialize,12,3,2,70,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos4Controller,switchToTertiary,3,1,1,83,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,Datos4Controller,guardarOrden,37,1,1,89,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,DatosController,initialize,2,1,2,50,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,DatosController,switchToTertiary,3,1,1,58,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,DatosController,guardarCliente,26,2,1,63,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,DatosController,llenarCampos,10,2,1,98,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,initialize,4,1,2,39,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,regresar,3,1,1,48,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,generarReporte,19,5,1,53,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,initialize,4,1,2,41,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,generarReporte,26,7,1,50,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,regresar,3,1,1,85,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,initialize,10,1,2,75,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,switchToPrimary,3,1,0,87,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciar,41,5,1,92,0,com.mycompany.proyectofinal.MemoriaController,com.mycompany.proyectofinal.MemoriaController
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,setTimeout,12,1,2,143,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,flip,36,3,3,156,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,changeSource,57,7,1,197,0,com.mycompany.proyectofinal.MemoriaController,com.mycompany.proyectofinal.MemoriaController
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,mostrarAlerta,7,1,2,270,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,151,20,0,279,0,com.mycompany.proyectofinal.MemoriaController,com.mycompany.proyectofinal.MemoriaController
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,run,145,20,0,281,0,com.mycompany.proyectofinal.MemoriaController,com.mycompany.proyectofinal.MemoriaController
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,guardarResultados,6,1,0,438,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,NuevFactController,initialize,10,3,2,43,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,NuevFactController,generarFactura,38,4,1,61,0,com.mycompany.proyectofinal.NuevFactController,com.mycompany.proyectofinal.NuevFactController
POO-P3-G05-master,com.mycompany.proyectofinal,NuevFactController,salir,3,1,1,154,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,NuevFactController,mesennum,0,13,0,161,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,PrimaryController,initialize,2,1,2,51,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,PrimaryController,switchToSecondary,3,1,0,58,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,PrimaryController,switchToMemoria,7,1,1,63,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,PrimaryController,InicioSesion,16,3,1,76,0,com.mycompany.proyectofinal.PrimaryController,com.mycompany.proyectofinal.PrimaryController
POO-P3-G05-master,com.mycompany.proyectofinal,PrimaryController,mostrarAlerta,7,1,2,95,0,,
POO-P3-G05-master,com.mycompany.proyectofinal,SecondaryController,initialize,3,1,0,44,0,com.mycompany.proyectofinal.SecondaryController,com.mycompany.proyectofinal.SecondaryController
POO-P3-G05-master,com.mycompany.proyectofinal,SecondaryController,switchToPrimary,3,1,0,50,0,,
