Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
POO-P3-G05-master,com.mycompany.proyectofinal,App,start,Magic Number,The method contains a magic number: 755,20
POO-P3-G05-master,com.mycompany.proyectofinal,App,start,Magic Number,The method contains a magic number: 690,20
POO-P3-G05-master,com.mycompany.proyectofinal,Datos4Controller,guardarOrden,Long Statement,The length of the statement "Orden nuevao=new Orden(cod`cli.getCodigo()`fecha`cli.getNombre()`total`tipov`tfPlaca.getText()`s.getCodigo()`cant`s.getNombre()`u.getNombre()`s.getPrecio());" is 157.,89
POO-P3-G05-master,com.mycompany.proyectofinal,DatosController,guardarCliente,Long Statement,The length of the statement "Cliente c=new Cliente(txtCedula.getText()`txtNombre.getText()`txtDireccion.getText()`txtTelefono.getText()`TipoCliente.valueOf(tipo));" is 134.,63
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,generarReporte,Magic Number,The method contains a magic number: 3,53
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,generarReporte,Magic Number,The method contains a magic number: 5,53
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorServiciosController,generarReporte,Magic Number,The method contains a magic number: 6,53
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,generarReporte,Magic Number,The method contains a magic number: 3,50
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,generarReporte,Magic Number,The method contains a magic number: 5,50
POO-P3-G05-master,com.mycompany.proyectofinal,IngresoPorTecnicoController,generarReporte,Magic Number,The method contains a magic number: 6,50
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,flip,Magic Number,The method contains a magic number: 700,156
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Complex Conditional,The conditional expression seg != 59 && seg != 0 && min == 0 is complex.,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Complex Conditional,The conditional expression seg != 59 && seg != 0 && min != 0 is complex.,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Complex Method,Cyclomatic complexity of the method is 20,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Long Method,The method has 151 lines of code.,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 6,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 1000,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 59,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 10,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 59,279
POO-P3-G05-master,com.mycompany.proyectofinal,MemoriaController,iniciarTemporizador,Magic Number,The method contains a magic number: 10,279
