Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
algo-main,ejerc.proyecto.estructuras,App,start,Magic Number,The method contains a magic number: 10,35
algo-main,ejerc.proyecto.estructuras,App,start,Magic Number,The method contains a magic number: 25,35
algo-main,ejerc.proyecto.estructuras,App,start,Magic Number,The method contains a magic number: 10,35
algo-main,ejerc.proyecto.estructuras,App,start,Magic Number,The method contains a magic number: 600,35
algo-main,ejerc.proyecto.estructuras,App,start,Magic Number,The method contains a magic number: 300,35
algo-main,ejerc.proyecto.estructuras,App,mostrarVentanaRegistro,Empty catch clause,The method has an empty catch block.,77
algo-main,ejerc.proyecto.estructuras,App,mostrarVentanaInicioSesion,Empty catch clause,The method has an empty catch block.,85
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Complex Method,Cyclomatic complexity of the method is 22,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Long Method,The method has 164 lines of code.,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Long Statement,The length of the statement "ContactoPersona nuevoContactoPersona=new ContactoPersona(apellido`fechaCumpleanos`nombre`fotos`direcciones`emails`numeros`redes);" is 129.,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Long Statement,The length of the statement "fieldsContainer.getChildren().addAll(hboxNombre`hboxApellido`hboxNumero`hboxDireccion`hboxEmail`hboxPagina`hboxCumpleanos);" is 123.,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 100,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 100,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 25,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 10,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 2,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 10,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 20,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 20,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 20,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 20,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 500,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,Magic Number,The method contains a magic number: 500,61
algo-main,ejerc.proyecto.estructuras,CrearContacto,createField,Magic Number,The method contains a magic number: 5,277
algo-main,ejerc.proyecto.estructuras,CrearContacto,createField,Magic Number,The method contains a magic number: 5,277
algo-main,ejerc.proyecto.estructuras,CrearContacto,createField,Magic Number,The method contains a magic number: 10,277
algo-main,ejerc.proyecto.estructuras,InicioSesion,start,Magic Number,The method contains a magic number: 25,28
algo-main,ejerc.proyecto.estructuras,InicioSesion,start,Magic Number,The method contains a magic number: 10,28
algo-main,ejerc.proyecto.estructuras,InicioSesion,start,Magic Number,The method contains a magic number: 600,28
algo-main,ejerc.proyecto.estructuras,InicioSesion,start,Magic Number,The method contains a magic number: 250,28
