Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
algo-main,ejerc.proyecto.estructuras,App,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: usuario (32); listaUsuarios (33)
algo-main,ejerc.proyecto.estructuras,verContactos,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: contactoSeleccionado (33)
