Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
algo-main,ejerc.proyecto.estructuras,App,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: usuario; listaUsuarios
algo-main,ejerc.proyecto.estructuras,App,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: VentanaDetalles; VentanaEditar; verContactos; App; InicioSesion; Menu; CrearContacto
algo-main,ejerc.proyecto.estructuras,ListadeContactos,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,ejerc.proyecto.estructuras,SystemInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,ejerc.proyecto.estructuras,verContactos,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: contactoSeleccionado; contactos; iterator; cajaContacto; root
algo-main,espol.utilidades,ArrayList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
algo-main,espol.utilidades,DoubleLinkedList,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 46 public methods
algo-main,espol.utilidades,DoubleLinkedList.Nodo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: contenido; sig; anterior
algo-main,espol.utilidades,DoubleLinkedList.Nodo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,Objetos,Contacto.ComparatorPaisResidencia,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
algo-main,Objetos,Contacto.ComparatorPaisResidencia,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,Objetos,Contacto.ComparatorTipoContacto,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
algo-main,Objetos,Contacto.ComparatorTipoContacto,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,Objetos,Contacto.ComparatorCantidadAtributos,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
algo-main,Objetos,Contacto.ComparatorCantidadAtributos,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,Objetos,ContactoEmpresa,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
algo-main,Objetos,ContactoEmpresa,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Contacto
algo-main,Objetos,ContactoPersona,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Contacto
