Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
algo-main,ejerc.proyecto.estructuras,App,start,32,1,1,35,0,,
algo-main,ejerc.proyecto.estructuras,App,main,3,1,1,73,0,,
algo-main,ejerc.proyecto.estructuras,App,mostrarVentanaRegistro,8,1,0,77,0,,
algo-main,ejerc.proyecto.estructuras,App,mostrarVentanaInicioSesion,8,1,0,85,0,,
algo-main,ejerc.proyecto.estructuras,App,crearListaUsuarios,26,3,1,93,0,,
algo-main,ejerc.proyecto.estructuras,App,verificarUsuario,13,3,2,119,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,start,164,22,1,61,0,ejerc.proyecto.estructuras.CrearContacto,ejerc.proyecto.estructuras.CrearContacto
algo-main,ejerc.proyecto.estructuras,CrearContacto,mostrarAlerta,7,1,0,268,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,createField,40,3,1,277,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,handle,7,1,1,293,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,guardarContactosEnArchivo,12,1,0,331,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,mostrarImagenActual,4,1,1,343,0,,
algo-main,ejerc.proyecto.estructuras,CrearContacto,main,3,1,1,348,0,,
algo-main,ejerc.proyecto.estructuras,InicioSesion,start,49,2,1,28,0,,
algo-main,ejerc.proyecto.estructuras,InicioSesion,main,3,1,1,81,0,,
algo-main,ejerc.proyecto.estructuras,InicioSesion,mostrarVentanaMenu,8,1,0,85,0,,
algo-main,ejerc.proyecto.estructuras,ListadeContactos,start,25,2,1,42,0,ejerc.proyecto.estructuras.ListadeContactos,ejerc.proyecto.estructuras.ListadeContactos
algo-main,ejerc.proyecto.estructuras,ListadeContactos,cargarContactosDesdeArchivo,18,1,0,75,0,,
algo-main,ejerc.proyecto.estructuras,Menu,start,18,1,1,20,0,,
algo-main,ejerc.proyecto.estructuras,Menu,main,3,1,1,39,0,,
algo-main,ejerc.proyecto.estructuras,Menu,mostrarCrearContacto,9,1,0,43,0,,
algo-main,ejerc.proyecto.estructuras,Menu,mostrarContactos,8,1,0,52,0,,
algo-main,ejerc.proyecto.estructuras,Registro,start,39,1,1,32,0,,
algo-main,ejerc.proyecto.estructuras,Registro,main,3,1,1,73,0,,
algo-main,ejerc.proyecto.estructuras,Registro,registrar,11,1,0,77,0,,
