Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
tresEnRaya-main,tresenraya,FXMLvistaElegirController,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FXMLvistaJuegoController; FXMLvistaElegirController; FXMLvistaPrincipalController
tresEnRaya-main,tresenraya,TresEnRaya,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
