Project Name,Package Name,Architecture Smell,Cause of the Smell
EmojiApp,com.mycompany.emojiapp,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlertBoxes; LoginController; User; UserRegisterController; ViewController; App]; [Imagen]. LCC (Lack of Component Cohesion) = 0.29
