Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
RecorridoHeap-master,edu.espol.recorridoheap,App,start,8,1,1,19,0,edu.espol.recorridoheap.App,edu.espol.recorridoheap.App
RecorridoHeap-master,edu.espol.recorridoheap,App,setRoot,3,1,1,30,0,edu.espol.recorridoheap.App,edu.espol.recorridoheap.App
RecorridoHeap-master,edu.espol.recorridoheap,App,loadFXML,4,1,1,34,0,,
RecorridoHeap-master,edu.espol.recorridoheap,App,main,3,1,1,39,0,,
RecorridoHeap-master,edu.espol.recorridoheap,GraficaArbol,GraficaArbol,4,1,0,27,0,edu.espol.recorridoheap.GraficaArbol,edu.espol.recorridoheap.GraficaArbol
RecorridoHeap-master,edu.espol.recorridoheap,GraficaArbol,setStatus,3,1,1,34,0,,
RecorridoHeap-master,edu.espol.recorridoheap,GraficaArbol,displayTree,6,2,0,38,0,edu.espol.recorridoheap.GraficaArbol,edu.espol.recorridoheap.GraficaArbol
RecorridoHeap-master,edu.espol.recorridoheap,GraficaArbol,displayTree,14,3,5,45,0,edu.espol.recorridoheap.GraficaArbol,edu.espol.recorridoheap.GraficaArbol
RecorridoHeap-master,edu.espol.recorridoheap,GraficaArbol,getHeap,3,1,0,62,0,,
RecorridoHeap-master,edu.espol.recorridoheap,GuiStarter,main,3,1,1,12,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,initialize,20,3,2,56,0,edu.espol.recorridoheap.IndexController,edu.espol.recorridoheap.IndexController
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,insertarHeap,30,5,0,82,0,edu.espol.recorridoheap.IndexController,edu.espol.recorridoheap.IndexController
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,limpiarPantalla,10,2,0,118,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,deshabilitarBotones,6,1,1,131,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,recorrerPreOrden,5,1,0,138,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,recorrerEnOrden,5,1,0,145,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,recorrerPostOrden,5,1,0,153,0,,
RecorridoHeap-master,edu.espol.recorridoheap,IndexController,irPresentacion,3,1,0,160,0,,
RecorridoHeap-master,edu.espol.recorridoheap,PresentacionController,initialize,2,1,2,36,0,,
RecorridoHeap-master,edu.espol.recorridoheap,PresentacionController,irIndex,3,1,0,44,0,,
RecorridoHeap-master,edu.espol.recorridoheap,PresentacionController,verArbol,20,1,0,49,0,,
RecorridoHeap-master,edu.espol.recorridoheap,PresentacionController,verInsercion,18,1,0,72,0,,
RecorridoHeap-master,edu.espol.recorridoheap,PresentacionController,verRecorridos,14,1,0,97,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,Heap,4,1,1,24,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,offer,11,3,1,29,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,poll,8,2,0,43,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,crecer,4,1,0,55,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,ordenarSubida,16,3,2,60,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,ordenarBajada,39,8,0,79,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,heapSort,13,3,1,124,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,heapify,17,4,3,143,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,recorridoPreOrden,18,4,0,166,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,recorridoEnOrden,21,3,0,189,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,recorridoPostOrden,22,5,0,216,0,edu.espol.recorridoheap.tda.Heap,edu.espol.recorridoheap.tda.Heap
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,get,8,1,1,246,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,contains,8,3,1,254,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,getAltura,3,1,0,263,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,isEmpty,3,1,0,267,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,tamano,3,1,0,271,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,indicePadre,3,1,1,275,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,indiceHijoDerecho,3,1,1,279,0,,
RecorridoHeap-master,edu.espol.recorridoheap.tda,Heap,indiceHijoIzquierdo,3,1,1,283,0,,
