Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
EmojiBuilder-main,org.openjfx.emojibuilder,App,main,3,1,1,21,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,App,start,21,1,1,26,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,initialize,44,10,2,125,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,changed,11,4,3,128,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,changed,11,4,3,142,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,changed,11,4,3,155,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,agregarImagenesLista,9,2,1,168,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,siguiente,17,4,1,180,0,org.openjfx.emojibuilder.FXMLController,org.openjfx.emojibuilder.FXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,anterior,17,4,1,203,0,org.openjfx.emojibuilder.FXMLController,org.openjfx.emojibuilder.FXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,showEyes,8,1,1,226,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,showFaces,8,1,1,238,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,showMouth,8,1,1,251,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,ClickImagen,12,4,1,263,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,ClickImagen2,12,4,1,275,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,ClickImagen3,12,4,1,287,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,CambiarPreviews,5,1,2,299,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,AgregarNuevaImagen,17,5,1,305,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,RemoverImagen,34,7,1,322,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,ExportPNG,28,1,1,355,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,save,30,1,1,391,0,org.openjfx.emojibuilder.FXMLController,org.openjfx.emojibuilder.FXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,load,30,1,1,430,0,org.openjfx.emojibuilder.FXMLController,org.openjfx.emojibuilder.FXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,convertirImagenABytes,6,1,1,465,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,convertirBytesAImagen,5,1,1,472,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,FXMLController,logout,28,1,0,478,0,,
EmojiBuilder-main,org.openjfx.emojibuilder,LoginFXMLController,initialize,4,1,2,52,0,org.openjfx.emojibuilder.LoginFXMLController,org.openjfx.emojibuilder.LoginFXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,LoginFXMLController,CargarListaUsuarios,22,2,0,63,0,TDA.User,TDA.User
EmojiBuilder-main,org.openjfx.emojibuilder,LoginFXMLController,login,43,2,0,91,0,org.openjfx.emojibuilder.LoginFXMLController,org.openjfx.emojibuilder.LoginFXMLController
EmojiBuilder-main,org.openjfx.emojibuilder,LoginFXMLController,checkLogin,10,3,2,137,0,TDA.LinkedList,TDA.LinkedList; TDA.User; org.openjfx.emojibuilder.LoginFXMLController
