Project Name,Package Name,Architecture Smell,Cause of the Smell
welleats-main,com.mycompany.welleats,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [App]; [ConozcamonosController]; [IniciarSesionController]; [InicioController]; [MenuController]; [RegistroController]. LCC (Lack of Component Cohesion) = 1.0
