Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
Tetris-master,org.psnbtech,Tetris,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.psnbtech.BoardPanel; org.psnbtech.Clock
