Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
Meteor-main,dev.pixelib.meteor.benchmarks,MeteorBench,0,0,1,1,6,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\MeteorBench.java,11
Meteor-main,dev.pixelib.meteor.benchmarks,ScoresWithMaps,4,0,3,3,38,3,0,0,0.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\ScoresWithMaps.java,12
Meteor-main,dev.pixelib.meteor.benchmarks,ScoresWithMaps.PersonalScores,0,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\ScoresWithMaps.java,43
Meteor-main,dev.pixelib.meteor.benchmarks,ScoresWithMaps.ScoreboardImplementation,1,0,0,0,15,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\ScoresWithMaps.java,48
Meteor-main,dev.pixelib.meteor.benchmarks,SimpleIncrement,4,0,3,3,32,3,0,0,0.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\SimpleIncrement.java,11
Meteor-main,dev.pixelib.meteor.benchmarks,SimpleIncrement.Scoreboard,0,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\SimpleIncrement.java,42
Meteor-main,dev.pixelib.meteor.benchmarks,SimpleIncrement.ScoreboardImplementation,1,0,0,0,9,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\benchmarks\src\main\java\dev\pixelib\meteor\benchmarks\SimpleIncrement.java,47
Meteor-main,dev.pixelib.meteor.sender,ScoreboardExample,1,0,1,1,32,1,0,0,0.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\examples\src\main\java\dev\pixelib\meteor\sender\ScoreboardExample.java,9
Meteor-main,dev.pixelib.meteor.sender,ScoreboardExample.Scoreboard,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\examples\src\main\java\dev\pixelib\meteor\sender\ScoreboardExample.java,30
Meteor-main,dev.pixelib.meteor.sender,ScoreboardExample.ScoreboardImplementation,1,0,0,0,12,0,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E21\Repo2\Meteor-main\Meteor-main\examples\src\main\java\dev\pixelib\meteor\sender\ScoreboardExample.java,36
