Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
criptoExchangeApplication,com.globant.application.services.wallet,BankTransactionExecuterImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.application.services.wallet,DepositeMoneyUseCaseImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.application.services.wallet,GetTransactionHistoryUseCaseImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.application.services.wallet,GetWalletBalanceUseCaseImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.crypto,Bitcoin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.crypto,CryptoCurrencyName,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
criptoExchangeApplication,com.globant.domain.crypto,Ethereum,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.crypto,Ripple,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.exceptions,BankException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DomainException
criptoExchangeApplication,com.globant.domain.exceptions,InsufficientCurrencyException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DomainException
criptoExchangeApplication,com.globant.domain.exceptions,InsufficientMoneyException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BankException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidAmountException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DomainException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidEmailException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvalidUserAccountException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidNumberAccountException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DomainException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidPasswordException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvalidUserAccountException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidUserAccountException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DomainException
criptoExchangeApplication,com.globant.domain.exceptions,InvalidUserNameException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): InvalidUserAccountException
criptoExchangeApplication,com.globant.domain.exchange,BuyOrder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Order
criptoExchangeApplication,com.globant.domain.exchange,SalesOrder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Order
criptoExchangeApplication,com.globant.domain.exchange,TransactionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
criptoExchangeApplication,com.globant.domain.factories,BankAccountFactory,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BankAccountCreationOrder; BankAccountFactory
criptoExchangeApplication,com.globant.domain.factories,UserAccountFactory,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UserAccountFactory; EmailCreationOrder
criptoExchangeApplication,com.globant.domain.factories.creationorders,BankAccountCreationOrder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BankAccountCreationOrder; BankAccountFactory
criptoExchangeApplication,com.globant.domain.factories.creationorders,BitcoinCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,CryptoCurrencyCreationOrder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CryptoCurrencyCreationOrder; CryptoCurrencyFactory
criptoExchangeApplication,com.globant.domain.factories.creationorders,EmailCreationOrder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: UserAccountFactory; EmailCreationOrder
criptoExchangeApplication,com.globant.domain.factories.creationorders,EthereumCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,GmailCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,OutlookCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,PacificoAccountCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,PichinchaAccountCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.factories.creationorders,RippleCreationOrder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.user.accounts,BankName,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
criptoExchangeApplication,com.globant.domain.user.accounts,GmailAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.user.accounts,GmailAccount,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAccount
criptoExchangeApplication,com.globant.domain.user.accounts,OutlookAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.user.accounts,OutlookAccount,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAccount
criptoExchangeApplication,com.globant.domain.user.accounts,PacificoBankAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.user.accounts,PichinchaBankAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.util,OnlyReadCollectionImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.domain.util,OnlyReadMapImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,AuthMenuController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,BuyFromExchangeController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,DepositeMoneyController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,MainMenuController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceBuyOrderController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,PlaceSaleOrderController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,SignInController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,TransactionHistoryController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml.controllers,WalletBalanceController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,com.globant.infrastructure.fxml,FxmlApp,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scene; authenticationService; walletService; exchangeService
criptoExchangeApplication,integrationTests,DepositeMoneyTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,integrationTests,ExchangeCryptoCurrencyTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,integrationTests,PlaceOrderTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,integrationTests,RepositoryTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,integrationTests,SignInTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,integrationTests,SignUpTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,unitTests,BankAccountText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
criptoExchangeApplication,unitTests,UserAccountTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
