Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
CodingStandards-main,(default package),Items,Items,6,1,3,9,0,,
CodingStandards-main,(default package),Items,getTotal,3,1,0,16,0,,
CodingStandards-main,(default package),Items,getName,3,1,0,20,0,,
CodingStandards-main,(default package),Items,setName,3,1,1,24,0,,
CodingStandards-main,(default package),Items,getPrice,3,1,0,28,0,,
CodingStandards-main,(default package),Items,setPrice,3,1,1,32,0,,
CodingStandards-main,(default package),Items,getQty,3,1,0,36,0,,
CodingStandards-main,(default package),Items,setQty,3,1,1,40,0,,
CodingStandards-main,(default package),Items,getCategory,3,1,0,44,0,,
CodingStandards-main,(default package),Items,setCategory,3,1,1,48,0,,
CodingStandards-main,(default package),Main,main,19,2,1,3,0,,
CodingStandards-main,(default package),ShoppingCart,ShoppingCart,3,1,0,14,0,,
CodingStandards-main,(default package),ShoppingCart,addItem,3,1,1,18,0,,
CodingStandards-main,(default package),ShoppingCart,calculateSubtotal,10,3,0,22,0,,
CodingStandards-main,(default package),ShoppingCart,applyDiscounts,9,3,2,34,0,,
CodingStandards-main,(default package),ShoppingCart,calculateTotal,9,2,2,45,0,,
