Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
proyectoMD,com.mycompany.proyectomd,App,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: scene; total; pathImg
proyectoMD,com.mycompany.proyectomd,Cinematica3Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Cinematica4Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Cinematica5Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Cinematica6Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,CinematicaController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,FinJuegoController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,GUIStarter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,MainMenuController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel3Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel3Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: lbl; txtHeroe3; txtHeroe4; imgSpiderman; imgThor; imgIronman; puntaje
proyectoMD,com.mycompany.proyectomd,Nivel4Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel5Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Nivel6Controller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,NuevaCinematicaController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
proyectoMD,com.mycompany.proyectomd,Resultado1Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; imgvPersonaje; lblTexto; lblRelacion; lbl2; lblResultado
proyectoMD,com.mycompany.proyectomd,Resultado2Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; imvSpiderman; lbl1; lbl2; lbl3; lblTotalPuntos
proyectoMD,com.mycompany.proyectomd,Resultado3Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; lbl1; lbl2; lbl3; img; lblTotalPuntos; lbT; texto
proyectoMD,com.mycompany.proyectomd,Resultado4Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; img; lbl1; lbl2; lbl3; lblTotalPuntos
proyectoMD,com.mycompany.proyectomd,Resultado5Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; img; lbl1; lbl2; lbl3; lblTotalPuntos
proyectoMD,com.mycompany.proyectomd,Resultado6Controller,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: totalPuntos; img; lbl1; lbl2; lbl3; lblTotalPuntos
proyectoMD,com.mycompany.proyectomd,VistaPersonajeController,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: fin; lblTitulo; imgview; personaje; lblNombre; lblEdad; lblAmigos; lblEnemigos; lblCabello; lblGustos; lblDatos; gustos; lblEstatura; lblPoderes; estatura
proyectoMD,modelo,Tarjeta,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
