Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
proyectoMD,com.mycompany.proyectomd,App,start,9,1,1,21,0,com.mycompany.proyectomd.App,com.mycompany.proyectomd.App
proyectoMD,com.mycompany.proyectomd,App,setRoot,3,1,1,32,0,com.mycompany.proyectomd.App,com.mycompany.proyectomd.App
proyectoMD,com.mycompany.proyectomd,App,loadFXML,4,1,1,36,0,,
proyectoMD,com.mycompany.proyectomd,App,main,3,1,1,41,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica3Controller,initialize,3,1,2,36,0,com.mycompany.proyectomd.Cinematica3Controller,com.mycompany.proyectomd.Cinematica3Controller
proyectoMD,com.mycompany.proyectomd,Cinematica3Controller,llenarCampos,4,1,0,46,0,com.mycompany.proyectomd.Cinematica3Controller,com.mycompany.proyectomd.Cinematica3Controller
proyectoMD,com.mycompany.proyectomd,Cinematica3Controller,cargarImagen,9,1,1,52,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica3Controller,nivel3,3,1,1,63,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica4Controller,initialize,3,1,2,36,0,com.mycompany.proyectomd.Cinematica4Controller,com.mycompany.proyectomd.Cinematica4Controller
proyectoMD,com.mycompany.proyectomd,Cinematica4Controller,nivel4,3,1,1,44,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica4Controller,llenarCampos,4,1,0,48,0,com.mycompany.proyectomd.Cinematica4Controller,com.mycompany.proyectomd.Cinematica4Controller
proyectoMD,com.mycompany.proyectomd,Cinematica4Controller,cargarImagen,9,1,1,54,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica5Controller,initialize,3,1,2,35,0,com.mycompany.proyectomd.Cinematica5Controller,com.mycompany.proyectomd.Cinematica5Controller
proyectoMD,com.mycompany.proyectomd,Cinematica5Controller,nivel5,3,1,1,43,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica5Controller,llenarCampos,4,1,0,48,0,com.mycompany.proyectomd.Cinematica5Controller,com.mycompany.proyectomd.Cinematica5Controller
proyectoMD,com.mycompany.proyectomd,Cinematica5Controller,cargarImagen,9,1,1,54,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica6Controller,initialize,3,1,2,36,0,com.mycompany.proyectomd.Cinematica6Controller,com.mycompany.proyectomd.Cinematica6Controller
proyectoMD,com.mycompany.proyectomd,Cinematica6Controller,nivel6,3,1,1,44,0,,
proyectoMD,com.mycompany.proyectomd,Cinematica6Controller,llenarCampos,4,1,0,50,0,com.mycompany.proyectomd.Cinematica6Controller,com.mycompany.proyectomd.Cinematica6Controller
proyectoMD,com.mycompany.proyectomd,Cinematica6Controller,cargarImagen,9,1,1,56,0,,
proyectoMD,com.mycompany.proyectomd,CinematicaController,initialize,3,1,2,38,0,com.mycompany.proyectomd.CinematicaController,com.mycompany.proyectomd.CinematicaController
proyectoMD,com.mycompany.proyectomd,CinematicaController,nivel1,3,1,1,46,0,,
proyectoMD,com.mycompany.proyectomd,CinematicaController,llenarCampos,6,1,0,56,0,com.mycompany.proyectomd.CinematicaController,com.mycompany.proyectomd.CinematicaController
proyectoMD,com.mycompany.proyectomd,CinematicaController,cargarImagen,9,1,1,67,0,,
proyectoMD,com.mycompany.proyectomd,FinJuegoController,initialize,3,1,2,31,0,com.mycompany.proyectomd.FinJuegoController,com.mycompany.proyectomd.FinJuegoController
proyectoMD,com.mycompany.proyectomd,FinJuegoController,finDelJuego,3,1,1,39,0,,
proyectoMD,com.mycompany.proyectomd,FinJuegoController,llenarCampos,3,1,0,43,0,com.mycompany.proyectomd.FinJuegoController,com.mycompany.proyectomd.FinJuegoController
proyectoMD,com.mycompany.proyectomd,FinJuegoController,cargarImagen,9,1,1,49,0,,
proyectoMD,com.mycompany.proyectomd,GUIStarter,main,3,1,1,7,0,,
proyectoMD,com.mycompany.proyectomd,MainMenuController,initialize,2,1,2,17,0,,
proyectoMD,com.mycompany.proyectomd,MainMenuController,jugar,3,1,1,22,0,,
proyectoMD,com.mycompany.proyectomd,MainMenuController,salir,3,1,1,28,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,initialize,6,1,2,95,0,com.mycompany.proyectomd.Nivel1Controller,com.mycompany.proyectomd.Nivel1Controller
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarResultados,5,1,1,103,0,com.mycompany.proyectomd.Nivel1Controller,com.mycompany.proyectomd.Nivel1Controller
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarResultadosBatman,14,4,1,112,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarResultadosSuperman,10,3,1,130,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarSpiderman,18,5,1,143,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarIronman,14,4,1,164,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarResultadosThor,14,4,1,182,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,llenarCampos,15,1,0,200,0,com.mycompany.proyectomd.Nivel1Controller,com.mycompany.proyectomd.Nivel1Controller
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,cargarImagen,9,1,2,219,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,cambiarDeVentana,13,1,0,232,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,preCambio,42,1,0,249,0,,
proyectoMD,com.mycompany.proyectomd,Nivel1Controller,comprobarResultadosHeroes,5,1,0,288,0,com.mycompany.proyectomd.Nivel1Controller,com.mycompany.proyectomd.Nivel1Controller
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,initialize,4,1,2,55,0,com.mycompany.proyectomd.Nivel2Controller,com.mycompany.proyectomd.Nivel2Controller
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,switchToComprobacion,9,1,1,64,0,com.mycompany.proyectomd.Nivel2Controller,com.mycompany.proyectomd.Nivel2Controller
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,switchToResultados3,5,1,1,76,0,com.mycompany.proyectomd.Nivel2Controller,com.mycompany.proyectomd.Nivel2Controller
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,llenarCampos,10,1,0,86,0,com.mycompany.proyectomd.Nivel2Controller,com.mycompany.proyectomd.Nivel2Controller
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,cargarImagen,9,1,2,99,0,,
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,cambiarDeVentana,13,1,0,112,0,,
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,preCambio,22,1,0,129,0,,
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,comprobarSpiderman,20,5,1,152,0,,
proyectoMD,com.mycompany.proyectomd,Nivel2Controller,comprobarSuperman,24,6,1,174,0,,
