Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,agregarInformacion,addCorreoToLinkedListCircular,3,1,2,17,0,ec.edu.espol.proyecto_edd.Contacto,ec.edu.espol.proyecto_edd.Contacto
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,agregarInformacion,addDireccionToLinkedListCircular,3,1,2,21,0,ec.edu.espol.proyecto_edd.Contacto,ec.edu.espol.proyecto_edd.Contacto
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,App,start,5,1,1,20,0,ec.edu.espol.proyecto_edd.App,ec.edu.espol.proyecto_edd.App
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,App,setRoot,3,1,1,29,0,ec.edu.espol.proyecto_edd.App,ec.edu.espol.proyecto_edd.App
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,App,loadFXML,4,1,1,33,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,App,main,3,1,1,38,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,Contacto,13,1,10,34,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,Contacto,13,1,9,50,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,Contacto,14,1,8,67,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,Contacto,13,1,3,85,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,Contacto,12,1,2,99,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getNombres,3,1,0,115,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setNombres,3,1,1,119,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getApellidos,3,1,0,123,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setApellidos,3,1,1,127,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getNumero,3,1,0,131,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setNumero,3,1,1,135,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getCorreos,3,1,0,141,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setCorreos,3,1,1,145,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getFotos,3,1,0,149,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setFotos,3,1,1,153,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getDirecciones,3,1,0,157,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setDirecciones,3,1,1,161,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getRecordatorios,3,1,0,165,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setRecordatorios,3,1,1,169,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getContactoAsociado,3,1,0,173,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setContactoAsociado,3,1,1,177,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getRedes,3,1,0,181,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setRedes,3,1,1,185,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,isFavorito,3,1,0,189,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setFavorito,3,1,1,193,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,getEtiqueta,3,1,0,197,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,setEtiqueta,3,1,1,201,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,readListFromFileSer,10,1,0,211,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,saveSer,10,1,0,221,0,ec.edu.espol.proyecto_edd.Contacto,ec.edu.espol.proyecto_edd.Contacto
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,saveSer,8,1,1,233,0,,
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Contacto,actualizarContacto,10,3,1,243,0,ec.edu.espol.proyecto_edd.Contacto,ec.edu.espol.proyecto_edd.Contacto
