Project Name,Package Name,Architecture Smell,Cause of the Smell
Proyecto_EDD-main,ec.edu.espol.proyecto_edd,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [agregarInformacion; Contacto; ContactoAsociado; ContactoEmpresa; Correo; CrearEmpresaController; CrearUsuarioController; Direccion; EditContactController; Foto; MostrarGaleríaController; Recordatorio; SecondaryController; SeleccionarTipoContactoController; VerContactoController; rowHandler]; [App]; [Numero]; [PrimaryController]; [SocialMedia]. LCC (Lack of Component Cohesion) = 0.25
