Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
ConexionPrueba,conexionprueba,Conectar,Conectar,13,2,0,26,0,,
ConexionPrueba,conexionprueba,Conectar,getConnection,3,1,0,39,0,,
ConexionPrueba,conexionprueba,Conectar,desconectar,9,1,0,43,0,,
ConexionPrueba,conexionprueba,ConexionPrueba,main,3,1,1,25,0,,
ConexionPrueba,conexionprueba,ConexionPrueba,start,6,1,1,34,0,conexionprueba.PaneOrganizer,conexionprueba.PaneOrganizer
ConexionPrueba,conexionprueba,ConexionPrueba,connect,12,1,0,41,0,,
ConexionPrueba,conexionprueba,ConexionPrueba,editar,26,3,0,55,0,conexionprueba.Conectar,conexionprueba.Conectar
ConexionPrueba,conexionprueba,PaneOrganizer,PaneOrganizer,3,1,0,32,0,conexionprueba.PaneOrganizer,conexionprueba.PaneOrganizer
ConexionPrueba,conexionprueba,PaneOrganizer,iniciar,33,3,0,36,0,conexionprueba.Conectar,conexionprueba.Conectar
ConexionPrueba,conexionprueba,PaneOrganizer,getRoot,3,1,0,85,0,,
ConexionPrueba,conexionprueba,Probar,conectarBD,4,1,0,17,0,conexionprueba.Conectar,conexionprueba.Conectar
ConexionPrueba,conexionprueba,Probar,desconectarBD,3,1,0,21,0,conexionprueba.Conectar,conexionprueba.Conectar
