Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: pathImg; allGames; scene
ProyectoEstructurasDeDatos-main,espol.grupo_05,CatalogoController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,espol.grupo_05,GUIStarter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,espol.grupo_05,PrincipalController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,espol.grupo_05,RegistrarUsuarioController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,Buscador,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,GameLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,GameLoader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: cargarRese√
ProyectoEstructurasDeDatos-main,modelo,Juego,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,Juego,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Titulo; Descripcion; Screenshot; Genero; Desarrolladores; fecha_l; sdf; setRese√
ProyectoEstructurasDeDatos-main,modelo,Juego.Genero,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
ProyectoEstructurasDeDatos-main,modelo,Juego.Genero,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,Organizar,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,modelo,Usuario,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
ProyectoEstructurasDeDatos-main,modelo,Usuario,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ProyectoEstructurasDeDatos-main,TDAs,DoublyLinkedList,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
