Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,start,5,1,1,23,0,espol.grupo_05.App,espol.grupo_05.App
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,setRoot,3,1,1,30,0,espol.grupo_05.App,espol.grupo_05.App
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,loadFXML,4,1,1,34,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,main,3,1,1,39,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,changeRoot,3,1,1,43,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,CatalogoController,initialize,3,1,2,47,0,espol.grupo_05.CatalogoController,espol.grupo_05.CatalogoController
ProyectoEstructurasDeDatos-main,espol.grupo_05,CatalogoController,mostrarDetalle,30,4,0,58,0,modelo.Juego,modelo.Juego
ProyectoEstructurasDeDatos-main,espol.grupo_05,CatalogoController,cambiarPrevious,2,1,1,107,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,CatalogoController,cambiarNext,2,1,1,113,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,GUIStarter,main,3,1,1,14,0,espol.grupo_05.App,espol.grupo_05.App
ProyectoEstructurasDeDatos-main,espol.grupo_05,PrincipalController,initialize,2,1,2,38,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,PrincipalController,cambiar,3,1,1,46,0,espol.grupo_05.App,espol.grupo_05.App
ProyectoEstructurasDeDatos-main,espol.grupo_05,RegistrarUsuarioController,initialize,2,1,2,36,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,RegistrarUsuarioController,regresarPrincipal,2,1,1,44,0,,
ProyectoEstructurasDeDatos-main,espol.grupo_05,RegistrarUsuarioController,guardaUsuario,2,1,1,48,0,,
ProyectoEstructurasDeDatos-main,modelo,Buscador,buscarTitulo,16,4,2,19,0,TDAs.CircularDoublyLinkedList,TDAs.CircularDoublyLinkedList; modelo.Juego; TDAs.Node
ProyectoEstructurasDeDatos-main,modelo,Buscador,buscarLanzamiento,16,4,2,35,0,TDAs.CircularDoublyLinkedList,TDAs.CircularDoublyLinkedList; modelo.Juego; TDAs.Node
ProyectoEstructurasDeDatos-main,modelo,Buscador,buscarDesarrollador,16,4,2,51,0,TDAs.CircularDoublyLinkedList,TDAs.CircularDoublyLinkedList; modelo.Juego; TDAs.Node
