Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
ProyectoEstructurasDeDatos-main,espol.grupo_05,App,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: pathImg (19)
ProyectoEstructurasDeDatos-main,modelo,Buscador,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: TDAs.CircularDoublyLinkedList
ProyectoEstructurasDeDatos-main,modelo,Buscador,Law of Demeter violation,The tool detected the smell in this method (buscarTitulo) because the method voilates the law of Demeter. The long chain of method invocations is : TDAs.Node.getVal; modelo.Juego.getTitulo
ProyectoEstructurasDeDatos-main,modelo,Buscador,Law of Demeter violation,The tool detected the smell in this method (buscarLanzamiento) because the method voilates the law of Demeter. The long chain of method invocations is : TDAs.Node.getVal; modelo.Juego.getFecha_l
ProyectoEstructurasDeDatos-main,modelo,Buscador,Law of Demeter violation,The tool detected the smell in this method (buscarDesarrollador) because the method voilates the law of Demeter. The long chain of method invocations is : TDAs.Node.getVal; modelo.Juego.getDesarrolladores
ProyectoEstructurasDeDatos-main,modelo,GameLoader,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: cargarRese√ (32)
ProyectoEstructurasDeDatos-main,modelo,Juego,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: sdf (42)
ProyectoEstructurasDeDatos-main,modelo,Organizar,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: TDAs.ArrayList
ProyectoEstructurasDeDatos-main,TDAs,CircularDoublyLinkedList,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: TDAs.Node
