Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: gameMatrix (53)
