Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
TicTacToe-main,com.espol.tictactoe.controller,End,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,Feature Envy,The tool detected a instance of this smell because play is more interested in members of the type: Game
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: gameMode; playerOne; playerTwo; recommend; bestPlay; board; gameMatrix; game; matrix; playerTurn
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Bot; Player; GamePlay; Game; Winner; GamePlayContext
TicTacToe-main,com.espol.tictactoe.controller,History,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.controller,Home,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.ds,Tree,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TreeNode; Tree
TicTacToe-main,com.espol.tictactoe.logic,HumanvsHuman,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.logic,PcvsHuman,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.logic,PcvsPc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.model,Bot,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Bot; Player; GamePlay; Game; Winner; GamePlayContext
TicTacToe-main,com.espol.tictactoe.model,Human,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.model,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.model,Symbol,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TicTacToe-main,com.espol.tictactoe.state,GamePlayContext,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Bot; Player; GamePlay; Game; Winner; GamePlayContext
TicTacToe-main,com.espol.tictactoe.state,GamePlayData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TicTacToe-main,com.espol.tictactoe.state,GamePlayData,Feature Envy,The tool detected a instance of this smell because saveInformation is more interested in members of the type: Game
