Project Name,Package Name,Architecture Smell,Cause of the Smell
TicTacToe-main,com.espol.tictactoe.controller,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [End]; [GamePlay; Winner]; [History]; [Home]; [StartConfiguration]. LCC (Lack of Component Cohesion) = 0.83
TicTacToe-main,com.espol.tictactoe.controller,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.espol.tictactoe.controller; com.espol.tictactoe.model; com.espol.tictactoe.controller
TicTacToe-main,com.espol.tictactoe.controller,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.espol.tictactoe.controller; com.espol.tictactoe.state; com.espol.tictactoe.controller
TicTacToe-main,com.espol.tictactoe.model,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.espol.tictactoe.controller
TicTacToe-main,com.espol.tictactoe.state,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.espol.tictactoe.controller
