Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
TicTacToe-main,com.espol.tictactoe,App,start,5,1,1,19,0,com.espol.tictactoe.App,com.espol.tictactoe.App
TicTacToe-main,com.espol.tictactoe,App,setRoot,3,1,1,26,0,com.espol.tictactoe.App,com.espol.tictactoe.App
TicTacToe-main,com.espol.tictactoe,App,loadFXML,4,1,1,30,0,,
TicTacToe-main,com.espol.tictactoe,App,main,3,1,1,35,0,,
TicTacToe-main,com.espol.tictactoe.controller,End,handleReturn,4,1,0,10,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,initialize,15,1,0,62,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,returnHome,8,1,0,81,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setX,3,1,2,91,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setO,3,1,2,95,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setSymbolOnHover,20,3,1,99,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setImage,7,1,3,122,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,disableCell,5,1,2,131,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,clearImage,11,2,2,137,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,getCell,10,3,2,150,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,getBoard,3,1,0,161,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,paintMatrix,15,5,1,165,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,rePaint,17,5,0,179,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,getMatrix,3,1,0,195,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setMatrix,3,1,1,199,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,play,9,1,0,203,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,checkWinners,39,2,0,216,0,com.espol.tictactoe.controller.GamePlay,com.espol.tictactoe.controller.GamePlay
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,setPlayerTurn,3,1,1,263,0,,
TicTacToe-main,com.espol.tictactoe.controller,GamePlay,clearBestPlay,3,1,0,267,0,,
TicTacToe-main,com.espol.tictactoe.controller,History,initialize,3,1,0,14,0,com.espol.tictactoe.controller.History,com.espol.tictactoe.controller.History
TicTacToe-main,com.espol.tictactoe.controller,History,returnHome,8,1,0,18,0,,
TicTacToe-main,com.espol.tictactoe.controller,History,setInitialActions,6,1,0,27,0,,
TicTacToe-main,com.espol.tictactoe.controller,Home,initialize,3,1,0,19,0,com.espol.tictactoe.controller.Home,com.espol.tictactoe.controller.Home
TicTacToe-main,com.espol.tictactoe.controller,Home,exit,3,1,0,23,0,,
TicTacToe-main,com.espol.tictactoe.controller,Home,history,8,1,0,27,0,,
TicTacToe-main,com.espol.tictactoe.controller,Home,play,8,1,0,35,0,,
TicTacToe-main,com.espol.tictactoe.controller,Home,setInitialActions,5,1,0,43,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,initialize,7,1,0,53,0,com.espol.tictactoe.controller.StartConfiguration,com.espol.tictactoe.controller.StartConfiguration
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,returnHome,8,1,0,61,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,initializeGameModes,6,1,0,69,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,setInitialActions,6,1,0,75,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,setGameMode,15,2,1,81,0,com.espol.tictactoe.controller.StartConfiguration,com.espol.tictactoe.controller.StartConfiguration
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,setPlayerTypes,5,1,0,96,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,setPlayerOne,7,1,0,102,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,setPlayerTwo,7,1,0,109,0,,
TicTacToe-main,com.espol.tictactoe.controller,StartConfiguration,play,12,1,0,117,0,com.espol.tictactoe.controller.StartConfiguration,com.espol.tictactoe.controller.StartConfiguration
TicTacToe-main,com.espol.tictactoe.controller,Winner,initData,5,1,1,24,0,com.espol.tictactoe.controller.Winner,com.espol.tictactoe.controller.Winner
TicTacToe-main,com.espol.tictactoe.controller,Winner,handleReturn,4,1,0,30,0,,
TicTacToe-main,com.espol.tictactoe.controller,Winner,setSymbol,8,2,1,36,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,Tree,3,1,1,11,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,isEmpty,3,1,0,15,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,getRoot,3,1,0,19,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,setRoot,3,1,1,23,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,getChildren,3,1,0,27,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,setChildren,7,2,2,31,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,isLeaf,3,1,0,39,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,addChildren,6,2,1,43,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,recorrido,12,3,0,50,0,,
TicTacToe-main,com.espol.tictactoe.ds,Tree,toString,3,1,0,63,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,TreeNode,4,1,1,12,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,getContent,3,1,0,17,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,setContent,3,1,1,21,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,getChildren,3,1,0,25,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,setChildren,3,1,2,29,0,,
TicTacToe-main,com.espol.tictactoe.ds,TreeNode,toString,3,1,0,33,0,,
TicTacToe-main,com.espol.tictactoe.logic,GameMode,toString,0,1,0,6,0,,
TicTacToe-main,com.espol.tictactoe.logic,GameMode,playerOne,0,1,0,8,0,,
TicTacToe-main,com.espol.tictactoe.logic,GameMode,playerTwo,0,1,0,10,0,,
TicTacToe-main,com.espol.tictactoe.logic,HumanvsHuman,toString,3,1,0,8,0,,
TicTacToe-main,com.espol.tictactoe.logic,HumanvsHuman,playerOne,3,1,0,13,0,,
TicTacToe-main,com.espol.tictactoe.logic,HumanvsHuman,playerTwo,3,1,0,18,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsHuman,toString,3,1,0,9,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsHuman,playerOne,3,1,0,14,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsHuman,playerTwo,3,1,0,19,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsPc,toString,3,1,0,8,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsPc,playerOne,3,1,0,13,0,,
TicTacToe-main,com.espol.tictactoe.logic,PcvsPc,playerTwo,3,1,0,18,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,Bot,3,1,0,14,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,toString,3,1,0,18,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,Bot,3,1,1,23,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,makeDecition,22,4,2,27,0,com.espol.tictactoe.model.Bot,com.espol.tictactoe.model.Bot
TicTacToe-main,com.espol.tictactoe.model,Bot,thinkNextPlays,12,4,2,51,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,finalDecision,9,4,1,65,0,,
TicTacToe-main,com.espol.tictactoe.model,Bot,play,19,2,2,73,0,com.espol.tictactoe.model.Bot,com.espol.tictactoe.model.Bot
TicTacToe-main,com.espol.tictactoe.model,Game,Game,7,1,0,13,0,,
TicTacToe-main,com.espol.tictactoe.model,Game,setGameMode,3,1,1,21,0,,
TicTacToe-main,com.espol.tictactoe.model,Game,setPlayerOne,3,1,1,25,0,,
