Project Name,Package Name,Architecture Smell,Cause of the Smell
ProyectoGrupo8,concurso,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): person
ProyectoGrupo8,concurso,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: concurso; person; concurso
