Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
ProyectoGrupo8,person,Due√,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: mostrarDue√ (33); editarDue√ (41)
