Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,CommentController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,MicroCommentsApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microconfigserver,MicroConfigServerApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microeureka,MicroEurekaApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microgateway,MicroGatewayApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,OrderItemDto,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; orderId; productDto; quantity; totalPriceByProduct
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,OrderItemDto,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,OrderItemDto,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; orderId; productDto; quantity; totalPriceByProduct
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,OrderResponseDto,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; city; country; totalPrice; orderItems
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,OrderResponseDto,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: id; city; country; totalPrice; orderItems
microservice-ecomerce-practice-spring-main,com.klashz.microorder.dto,ProductDto,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; image; price
microservice-ecomerce-practice-spring-main,com.klashz.microorder,MicroOrderApplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
