Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
microservice-ecomerce-practice-spring-main,com.klashz.microcomments.client,UserClient,0,0,1,0,3,1,0,0,-1.0,1,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\client\UserClient.java,11
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,CommentController,2,0,7,7,71,9,0,0,0.0,0,4,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\CommentController.java,14
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,CommentEntity,5,0,10,10,37,10,0,0,0.5,1,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\CommentEntity.java,7
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,CommentRepository,0,0,1,0,3,1,0,0,-1.0,1,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\CommentRepository.java,8
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,MicroCommentsApplication,0,0,1,1,5,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\MicroCommentsApplication.java,8
microservice-ecomerce-practice-spring-main,com.klashz.microcomments,MicroCommentsApplicationTests,0,0,1,0,4,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\test\java\com\klashz\microcomments\MicroCommentsApplicationTests.java,6
microservice-ecomerce-practice-spring-main,com.klashz.microcomments.dto,CommentDtoUser,4,0,8,8,30,8,0,0,0.5,1,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-comments\src\main\java\com\klashz\microcomments\dto\CommentDtoUser.java,5
microservice-ecomerce-practice-spring-main,com.klashz.microconfigserver,MicroConfigServerApplication,0,0,1,1,5,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-config-server\src\main\java\com\klashz\microconfigserver\MicroConfigServerApplication.java,6
microservice-ecomerce-practice-spring-main,com.klashz.microconfigserver,MicroConfigServerApplicationTests,0,0,1,0,4,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-config-server\src\test\java\com\klashz\microconfigserver\MicroConfigServerApplicationTests.java,6
microservice-ecomerce-practice-spring-main,com.klashz.microeureka,MicroEurekaApplication,0,0,1,1,5,1,0,0,-1.0,0,0,C:\Users\jorge\OneDrive\Escritorio\Proyectos Para estudio MIT\Estudiante 1- Klashz\Repo1\microservice-ecomerce-practice-spring-main\microservice-ecomerce-practice-spring-main\micro-eureka\src\main\java\com\klashz\microeureka\MicroEurekaApplication.java,7
