Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
ChatBotSongs,com.mycompany.chatbotsongs,App,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: pathImg (19); pathFiles (20)
