Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
ChatBotSongs,com.mycompany.chatbotsongs,App,start,6,1,1,22,0,com.mycompany.chatbotsongs.App,com.mycompany.chatbotsongs.App
ChatBotSongs,com.mycompany.chatbotsongs,App,setRoot,3,1,1,30,0,com.mycompany.chatbotsongs.App,com.mycompany.chatbotsongs.App
ChatBotSongs,com.mycompany.chatbotsongs,App,loadFXML,4,1,1,34,0,,
ChatBotSongs,com.mycompany.chatbotsongs,App,main,3,1,1,39,0,,
ChatBotSongs,com.mycompany.chatbotsongs,App,foto,11,1,3,43,0,,
ChatBotSongs,com.mycompany.chatbotsongs,ManejoArchivos,LeeFichero,33,3,1,19,0,,
ChatBotSongs,com.mycompany.chatbotsongs,ManejoArchivos,EscribirArchivo,22,2,2,49,0,,
ChatBotSongs,com.mycompany.chatbotsongs,PantallaPrincipalController,initialize,3,1,2,35,0,com.mycompany.chatbotsongs.PantallaPrincipalController,com.mycompany.chatbotsongs.PantallaPrincipalController
ChatBotSongs,com.mycompany.chatbotsongs,PantallaPrincipalController,iniciar,23,1,0,46,0,com.mycompany.chatbotsongs.PantallaPrincipalController,com.mycompany.chatbotsongs.PantallaPrincipalController; com.mycompany.chatbotsongs.App
ChatBotSongs,com.mycompany.chatbotsongs,PantallaPrincipalController,ubicarFoto,3,1,3,70,0,,
ChatBotSongs,com.mycompany.chatbotsongs,PantallaPrincipalController,abrirWhatsapp,17,1,1,74,0,,
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,initialize,3,1,2,52,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,iniciar,13,1,0,64,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController; com.mycompany.chatbotsongs.App
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,crearChat,11,1,3,78,0,com.mycompany.chatbotsongs.App,com.mycompany.chatbotsongs.App
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,abrirBot,26,2,1,90,0,,
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,enviar,11,2,3,115,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,mensaje,14,2,2,127,0,,
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,a,22,7,1,141,0,,
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,generarContra,25,5,2,161,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,agrado,3,1,0,185,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,menuCanciones,6,2,0,191,0,com.mycompany.chatbotsongs.ManejoArchivos,com.mycompany.chatbotsongs.ManejoArchivos; com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,reescribirCancion,18,3,2,198,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,cancionEscogida,25,3,4,229,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,mostrarLetra,17,5,2,255,0,com.mycompany.chatbotsongs.ManejoArchivos,com.mycompany.chatbotsongs.ManejoArchivos; com.mycompany.chatbotsongs.WhatsappController
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,cambiarLetra,12,4,2,272,0,,
ChatBotSongs,com.mycompany.chatbotsongs,WhatsappController,menu,16,4,2,284,0,com.mycompany.chatbotsongs.WhatsappController,com.mycompany.chatbotsongs.WhatsappController
