Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
Grupo_10,ec.edu.espol.util,Util,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ajustarTama√ (36); confirmarTama√ (116)
