Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
EmojiProject,controladores,App,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: filePathUsers (17); fileImagesMouths (18); fileImagesEyebrows (19); fileImagesAccessories (20); fileImagesFaces (21); fileImagesEyes (22); pathEyes (23); pathMouths (24); pathFaces (25); pathEyebrows (26); pathAccessories (27); pathInterfaz (28)
EmojiProject,controladores,PrincipalPaneController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
