Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
ProyectoEstructuras-main,Clases,Contacto,10,0,25,25,111,28,0,0,0.08,5,6,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Contacto.java,9
ProyectoEstructuras-main,Clases,Direccion,2,0,6,6,25,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Direccion.java,7
ProyectoEstructuras-main,Clases,Email,2,0,6,6,26,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Email.java,7
ProyectoEstructuras-main,Clases,Fecha,2,0,6,6,26,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Fecha.java,10
ProyectoEstructuras-main,Clases,Foto,4,0,11,11,46,11,0,0,0.0,4,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Foto.java,9
ProyectoEstructuras-main,Clases,PersonaAdicional,2,0,6,6,26,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\PersonaAdicional.java,7
ProyectoEstructuras-main,Clases,RedSocial,2,0,6,6,25,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\RedSocial.java,7
ProyectoEstructuras-main,Clases,Telefono,2,0,6,6,25,6,0,0,0.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Clases\Telefono.java,7
ProyectoEstructuras-main,Controller,App,4,3,4,2,26,4,0,0,0.5,11,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\App.java,13
ProyectoEstructuras-main,Controller,CreacionContactosController,57,12,20,12,475,48,0,0,0.1,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\CreacionContactosController.java,34
ProyectoEstructuras-main,Controller,EditarContactoController,22,4,13,10,275,33,0,0,0.15384615384615385,1,4,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\EditarContactoController.java,48
ProyectoEstructuras-main,Controller,EditarEmpresaController,18,4,13,10,263,31,0,0,0.15384615384615385,0,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\EditarEmpresaController.java,55
ProyectoEstructuras-main,Controller,ImagenesAsociadasController,6,3,13,6,208,34,0,0,0.23076923076923078,0,4,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\ImagenesAsociadasController.java,33
ProyectoEstructuras-main,Controller,ListaContactosController,40,23,38,28,0,112,0,0,0.23684210526315788,0,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\ListaContactosController.java,51
ProyectoEstructuras-main,Controller,LoginController,8,1,4,2,60,11,0,0,0.5,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\LoginController.java,22
ProyectoEstructuras-main,Controller,PatronContraseniaController,15,0,13,13,135,15,0,0,0.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\PatronContraseniaController.java,19
ProyectoEstructuras-main,Controller,PerfilContactoController,30,4,19,12,420,57,0,0,0.3157894736842105,1,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\PerfilContactoController.java,51
ProyectoEstructuras-main,Controller,PrimaryController,1,0,1,0,6,1,0,0,0.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\PrimaryController.java,8
ProyectoEstructuras-main,Controller,RegistroUsuarioController,9,0,6,2,104,10,0,0,0.3333333333333333,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\RegistroUsuarioController.java,25
ProyectoEstructuras-main,Controller,VistaContactoIndividualController,17,0,10,7,214,23,0,0,0.7,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\Controller\VistaContactoIndividualController.java,46
ProyectoEstructuras-main,ListTDA,ArrayG9,5,0,30,28,274,77,0,1,0.0,3,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\ListTDA\ArrayG9.java,11
ProyectoEstructuras-main,ListTDA,ListGroup9,0,0,15,12,21,15,2,0,-1.0,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\ListTDA\ListGroup9.java,3
ProyectoEstructuras-main,ListTDA,LLDouble,6,0,31,31,344,94,0,1,0.0,5,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\ListTDA\LLDouble.java,7
ProyectoEstructuras-main,ListTDA,NodeList,2,0,5,5,23,5,0,0,0.4,1,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo1\ProyectoEstructuras-main\ProyectoEstructuras-main\src\main\java\ListTDA\NodeList.java,7
