Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
20Preguntas,ec.edu.espol.ventanas,App,start,8,1,1,15,0,ec.edu.espol.ventanas.App,ec.edu.espol.ventanas.App
20Preguntas,ec.edu.espol.ventanas,App,setRoot,3,1,1,26,0,ec.edu.espol.ventanas.App,ec.edu.espol.ventanas.App
20Preguntas,ec.edu.espol.ventanas,App,loadFXML,4,1,1,30,0,,
20Preguntas,ec.edu.espol.ventanas,App,main,3,1,1,35,0,,
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,initialize,2,1,2,60,0,,
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,home,34,2,2,64,0,ec.edu.espol.ventanas.VAgregarAnimalController,ec.edu.espol.ventanas.VAgregarAnimalController
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,limpiarRespuestas,28,5,0,94,0,TDAs.TreeG4,TDAs.TreeG4
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,muestraAlerta,7,1,2,128,0,,
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,regresar,11,1,1,136,0,ec.edu.espol.ventanas.VMenuController,ec.edu.espol.ventanas.VMenuController
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,generarArbol,11,1,1,149,0,GameLogic.TreeBuilder,GameLogic.TreeBuilder; GameLogic.Game
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,escribirAnimalTxt,23,4,1,163,0,ec.edu.espol.ventanas.VAgregarAnimalController,ec.edu.espol.ventanas.VAgregarAnimalController
20Preguntas,ec.edu.espol.ventanas,VAgregarAnimalController,escogerImg,20,2,1,194,0,,
20Preguntas,ec.edu.espol.ventanas,VBienvenidaController,initialize,25,2,2,39,0,,
20Preguntas,ec.edu.espol.ventanas,VBienvenidaController,home,26,2,1,64,0,,
20Preguntas,ec.edu.espol.ventanas,VBienvenidaController,abrirJuegoRapido,11,1,1,90,0,ec.edu.espol.ventanas.VPreguntasController,ec.edu.espol.ventanas.VPreguntasController
20Preguntas,ec.edu.espol.ventanas,VBienvenidaController,iniciarJuegoM,15,1,1,103,0,,
20Preguntas,ec.edu.espol.ventanas,VBienvenidaController,muestraAlerta,7,1,2,121,0,,
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,initialize,2,1,2,51,0,,
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,home,29,2,1,55,0,,
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,validarNPreguntas,12,3,1,86,0,ec.edu.espol.ventanas.VCantidadPreguntasController,ec.edu.espol.ventanas.VCantidadPreguntasController; TDAs.Reader
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,muestraAlerta,7,1,2,102,0,,
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,vEmpezarJuego,13,1,1,110,0,ec.edu.espol.ventanas.VCantidadPreguntasController,ec.edu.espol.ventanas.VCantidadPreguntasController; ec.edu.espol.ventanas.VPreguntasController; GameLogic.Game
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,regresar,11,1,1,129,0,ec.edu.espol.ventanas.VMenuController,ec.edu.espol.ventanas.VMenuController
20Preguntas,ec.edu.espol.ventanas,VCantidadPreguntasController,emergencia,18,1,0,142,0,TDAs.Reader,TDAs.Reader
