Project Name,Package Name,Architecture Smell,Cause of the Smell
20Preguntas,ec.edu.espol.ventanas,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [App]; [VAgregarAnimalController; VMenuController; VMostrarAnimalesController; VResultadoController; VSubirArchivoController; VBienvenidaController; VPreguntasController; VCantidadPreguntasController]. LCC (Lack of Component Cohesion) = 0.22
