Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,faseEscogida,Magic Number,The method contains a magic number: 20,57
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,faseEscogida,Magic Number,The method contains a magic number: 10,57
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,faseEscogida,Magic Number,The method contains a magic number: 10,57
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,cargarCB,Magic Number,The method contains a magic number: 2,163
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,cargarCB,Magic Number,The method contains a magic number: 5,163
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,cargarCB,Magic Number,The method contains a magic number: 2,163
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,cargarCB,Magic Number,The method contains a magic number: 8,163
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,completarLista,Long Parameter List,The method has 6 parameters. ,191
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Complex Conditional,The conditional expression (contenido[2].equals("Group " + grupo) && cbequipo1.equals(contenido[5]) && cbequipo2.equals(contenido[8])) || (contenido[2].equals("Group " + grupo) && cbequipo1.equals(contenido[8]) && cbequipo2.equals(contenido[5])) is complex.,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Long Parameter List,The method has 8 parameters. ,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Long Statement,The length of the statement "resultadoPartido.setText("Es necesario escoger una opción en equipo1 y equipo2 para cargar los resultados de un partido");" is 123.,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Long Statement,The length of the statement "if ((contenido[2].equals("Group " + grupo) && cbequipo1.equals(contenido[5]) && cbequipo2.equals(contenido[8])) || (contenido[2].equals("Group " + grupo) && cbequipo1.equals(contenido[8]) && cbequipo2.equals(contenido[5]))) {" is 225.,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Long Statement,The length of the statement "vboxmini.getChildren().addAll(new Label(contenido[1])`new Label("GRUPO " + grupo)`new Label(contenido[3])`new Label(contenido[4]));" is 131.,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Long Statement,The length of the statement "hboxmini.getChildren().addAll(vboxmini`bandera1`new Label(orden.get(0))`new Label(" Final del partido: \n " + contenido[6] + " - "+ contenido[7])`new Label(orden.get(1))`bandera2);" is 180.,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 2,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 5,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 8,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 2,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 8,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 5,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 5,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 8,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 100,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 65,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 100,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 65,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 3,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 4,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 6,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 7,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 10,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,eventoConsultar,Magic Number,The method contains a magic number: 10,201
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,diaPartido,Complex Method,Cyclomatic complexity of the method is 16,256
proyectoFIFA,grupo8.proyectofifa,ConsultaPartidoController,diaPartido,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@614aeccc,256
proyectoFIFA,grupo8.proyectofifa,Principal,cargarimagen,Long Parameter List,The method has 6 parameters. ,29
proyectoFIFA,grupo8.proyectofifa,VentanaController,initialize,Magic Number,The method contains a magic number: 400,34
proyectoFIFA,grupo8.proyectofifa,VentanaController,initialize,Magic Number,The method contains a magic number: 258,34
proyectoFIFA,grupo8.proyectofifa,VentanaController,initialize,Magic Number,The method contains a magic number: 88,34
proyectoFIFA,grupo8.proyectofifa,VentanaController,initialize,Magic Number,The method contains a magic number: 100,34
proyectoFIFA,grupo8.proyectofifa,VentanaController,abrircopas,Magic Number,The method contains a magic number: 40,61
proyectoFIFA,grupo8.proyectofifa,VentanaController,abrircopas,Magic Number,The method contains a magic number: 125,61
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Long Statement,The length of the statement "vbDatosGenerales.getChildren().addAll(new Label("\n Datos generales\n\n Goles Anotados: " + contenido[6] + "\n Equipos: "+ contenido[7]+ "\n Partidos Jugados: "+ contenido[8]+ "\n Asistencia: "+ contenido[9]));" is 210.,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Long Statement,The length of the statement "hbFilaCopas3.getChildren().addAll(new ImageView(imagen)`new ImageView(imagen)`new ImageView(imagen)`new ImageView(imagen)`new ImageView(imagen));" is 145.,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 2,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 18,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 14,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 2,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 3,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 18,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 14,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 3,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 4,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 18,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 14,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 4,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 5,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 18,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 14,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 5,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 6,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 7,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 8,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 9,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 10,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 14,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 50,91
proyectoFIFA,grupo8.proyectofifa,VentanaController,mostrarDatos,Magic Number,The method contains a magic number: 15,91
