Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
proyectoFIFA,grupo8.proyectofifa,Principal,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: scene (22); pathImg (23); pathBandera (24); pathArc (25)
