Project Name,Package Name,Architecture Smell,Cause of the Smell
SistemaUrbanizacion-main,proyecto.controllers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ColaboradoresController]; [MainViewController]; [PermisosController]; [ReportesController]; [ResidentesController]; [RevisionController]; [UrbanizacionController]; [VisitantesController]. LCC (Lack of Component Cohesion) = 1.0
