Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
SistemaUrbanizacion-main,proyecto.clases,Colaborador,5,0,14,14,197,15,0,1,0.14285714285714285,5,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Colaborador.java,5
SistemaUrbanizacion-main,proyecto.clases,Permiso,13,0,31,31,287,40,0,0,0.0,3,4,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Permiso.java,6
SistemaUrbanizacion-main,proyecto.clases,Persona,6,0,17,17,190,21,3,0,0.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Persona.java,6
SistemaUrbanizacion-main,proyecto.clases,Reporte,5,0,11,11,115,11,0,0,0.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Reporte.java,5
SistemaUrbanizacion-main,proyecto.clases,Residente,5,0,12,12,143,12,0,1,0.16666666666666666,4,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Residente.java,4
SistemaUrbanizacion-main,proyecto.clases,Sistema,7,5,17,8,297,25,0,0,0.17647058823529413,8,6,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Sistema.java,29
SistemaUrbanizacion-main,proyecto.clases,Urbanizacion,7,0,14,14,154,14,0,0,0.0,2,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Urbanizacion.java,5
SistemaUrbanizacion-main,proyecto.clases,Visitante,3,0,9,9,102,10,0,1,0.2222222222222222,3,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\clases\Visitante.java,3
SistemaUrbanizacion-main,proyecto.controllers,ColaboradoresController,10,0,9,1,131,10,0,0,1.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\ColaboradoresController.java,23
SistemaUrbanizacion-main,proyecto.controllers,MainViewController,2,0,2,1,27,2,0,0,1.0,0,1,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\MainViewController.java,18
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,31,0,23,1,354,47,0,0,0.43478260869565216,0,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\PermisosController.java,48
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,16,0,12,1,255,18,0,0,0.75,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\ReportesController.java,28
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,10,0,9,1,118,10,0,0,1.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\ResidentesController.java,21
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,28,0,15,1,238,22,0,0,0.6,0,5,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\RevisionController.java,30
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,21,0,14,1,196,19,0,0,0.6428571428571429,0,3,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\UrbanizacionController.java,26
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,10,0,9,1,118,10,0,0,1.0,0,2,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\controllers\VisitantesController.java,21
SistemaUrbanizacion-main,proyecto.tipos,CONSTANT,8,8,0,0,40,0,0,0,-1.0,4,0,C:\Users\jorge\OneDrive\Documentos\GitHub\MIC-Evolucion_patrones_de_diseno\Carpeta de Estudio\E28\Repo2\SistemaUrbanizacion-main\SistemaUrbanizacion-main\src\main\java\proyecto\tipos\CONSTANT.java,3
