Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,isHora,Magic Number,The method contains a magic number: 59,275
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,fechas,Long Statement,The length of the statement "txtHoraVisita.setTooltip(new Tooltip("Disponibilidad\nDesde " + permiso.getFechaCreacion().plusMinutes(15).toLocalTime() + "\nhasta 23:59"));" is 141.,311
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,fechas,Long Statement,The length of the statement "txtHoraVisita.setTooltip(new Tooltip("Disponibilidad\nDesde 00:01 hasta " + permiso.getFechaCreacion().toLocalTime() + " del día de mañana"));" is 144.,311
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,fechas,Magic Number,The method contains a magic number: 15,311
SistemaUrbanizacion-main,proyecto.controllers,PermisosController,buscarPermiso,Long Statement,The length of the statement "Alert alert=new Alert(Alert.AlertType.INFORMATION`"No se permite eliminar permisos en estado " + permiso.getEstado().toString());" is 129.,333
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Empty catch clause,The method has an empty catch block.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoUrbanizacion.png")`25`25`false`false));" is 125.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoColaborador.png")`25`25`false`false));" is 124.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoResidente.png")`25`25`false`false));" is 122.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoVisitante.png")`25`25`false`false));" is 122.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoRevision.png")`25`25`false`false));" is 121.,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 25,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 14,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,initialize,Magic Number,The method contains a magic number: 7,97
SistemaUrbanizacion-main,proyecto.controllers,ReportesController,generar,Long Statement,The length of the statement "Residente residente=Sistema.residentes.get(Sistema.residentes.indexOf(new Residente(residentesBox.getValue().split(":")[1].strip())));" is 134.,290
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Empty catch clause,The method has an empty catch block.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoUrbanizacion.png")`25`25`false`false));" is 125.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoColaborador.png")`25`25`false`false));" is 124.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoResidente.png")`25`25`false`false));" is 122.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoVisitante.png")`25`25`false`false));" is 122.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoRevision.png")`25`25`false`false));" is 121.,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 25,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 14,49
SistemaUrbanizacion-main,proyecto.controllers,ResidentesController,initialize,Magic Number,The method contains a magic number: 7,49
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Empty catch clause,The method has an empty catch block.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoUrbanizacion.png")`25`25`false`false));" is 125.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoColaborador.png")`25`25`false`false));" is 124.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoResidente.png")`25`25`false`false));" is 122.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoVisitante.png")`25`25`false`false));" is 122.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoRevision.png")`25`25`false`false));" is 121.,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 25,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 14,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,initialize,Magic Number,The method contains a magic number: 7,90
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,autorizarVisita,Long Statement,The length of the statement "if (colaborador.toFilterByInformation(TipoEmpleo.GUARDIA) != null) guardiasBox.getItems().add(colaborador.toFilterByInformation(TipoEmpleo.GUARDIA));" is 149.,232
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,autorizarVisita,Long Statement,The length of the statement "Alert alert=new Alert(Alert.AlertType.INFORMATION`"Identifícate e ingresa observaciones importantes sobre la visita\nSi no tienes ninguna solo da clic en \"Finalizar Registro\"");" is 180.,232
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,finalizarRevision,Long Statement,The length of the statement "Alert alert=new Alert(Alert.AlertType.WARNING`"Por favor agregue en el historial de sanciones el motivo por el cual no se autorizó la visita.");" is 145.,262
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,finalizarRegistro,Long Statement,The length of the statement "permiso.getVisitante().setSanciones(permiso.getVisitante().getSanciones() + " | " + observacionesAdicionales.getText().strip());" is 128.,277
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,finalizarRegistro,Long Statement,The length of the statement "Colaborador guardia=Sistema.colaboradores.get(Sistema.colaboradores.indexOf(new Colaborador(guardiasBox.getValue().split(":")[1].strip())));" is 140.,277
SistemaUrbanizacion-main,proyecto.controllers,RevisionController,finalizarRegistro,Long Statement,The length of the statement "Alert alert=new Alert(Alert.AlertType.INFORMATION`"La urbanización " + Sistema.urbanizacion.getNombre() + " está encantada de recibir una nueva visita");" is 155.,277
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Empty catch clause,The method has an empty catch block.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "if (colaborador.toFilterByInformation(TipoEmpleo.ADMINISTRADOR) != null) adminList.getItems().add(colaborador.toFilterByInformation(TipoEmpleo.ADMINISTRADOR));" is 159.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoUrbanizacion.png")`25`25`false`false));" is 125.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoColaborador.png")`25`25`false`false));" is 124.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoResidente.png")`25`25`false`false));" is 122.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoVisitante.png")`25`25`false`false));" is 122.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoRevision.png")`25`25`false`false));" is 121.,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 25,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 14,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,initialize,Magic Number,The method contains a magic number: 7,71
SistemaUrbanizacion-main,proyecto.controllers,UrbanizacionController,isCorreo,Magic Number,The method contains a magic number: 2,224
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Empty catch clause,The method has an empty catch block.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoUrbanizacion.png")`25`25`false`false));" is 125.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoColaborador.png")`25`25`false`false));" is 124.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoResidente.png")`25`25`false`false));" is 122.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoVisitante.png")`25`25`false`false));" is 122.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Long Statement,The length of the statement "imagen=new ImageView(new Image(new FileInputStream("storage\\images\\background\\iconoRevision.png")`25`25`false`false));" is 121.,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 14,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 7,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 14,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 7,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
SistemaUrbanizacion-main,proyecto.controllers,VisitantesController,initialize,Magic Number,The method contains a magic number: 25,48
