Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
jekins-main,com.mycompany.gymmembership,Feature,Feature,5,1,2,16,0,,
jekins-main,com.mycompany.gymmembership,Feature,Feature,5,1,3,22,0,,
jekins-main,com.mycompany.gymmembership,Feature,getName,3,1,0,28,0,,
jekins-main,com.mycompany.gymmembership,Feature,getCost,3,1,0,32,0,,
jekins-main,com.mycompany.gymmembership,Feature,isAvailable,3,1,0,36,0,,
jekins-main,com.mycompany.gymmembership,GymMembership,main,84,16,1,30,0,com.mycompany.gymmembership.GymMembership,com.mycompany.gymmembership.GymMembership
jekins-main,com.mycompany.gymmembership,GymMembership,addFeatures,0,10,0,133,0,com.mycompany.gymmembership.GymMembership,com.mycompany.gymmembership.GymMembership
jekins-main,com.mycompany.gymmembership,GymMembership,safelyGetIntInput,15,2,0,169,0,,
jekins-main,com.mycompany.gymmembership,GymMembership,safelyGetYesNoInput,19,4,0,185,0,,
jekins-main,com.mycompany.gymmembership,Membership,Membership,5,1,2,16,0,,
jekins-main,com.mycompany.gymmembership,Membership,Membership,5,1,3,22,0,,
jekins-main,com.mycompany.gymmembership,Membership,getName,3,1,0,28,0,,
jekins-main,com.mycompany.gymmembership,Membership,getBaseCost,3,1,0,32,0,,
jekins-main,com.mycompany.gymmembership,Membership,isAvailable,3,1,0,36,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,MembershipPlan,6,1,2,16,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,calculateTotalCost,4,1,0,23,0,com.mycompany.gymmembership.MembershipPlan,com.mycompany.gymmembership.MembershipPlan
jekins-main,com.mycompany.gymmembership,MembershipPlan,calculateTotalCostWithDiscount,9,3,0,28,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,applyDiscounts,9,4,0,42,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,getMembership,3,1,0,52,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,getFeatures,3,1,0,56,0,,
jekins-main,com.mycompany.gymmembership,MembershipPlan,getTotalCost,3,1,0,60,0,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testMembershipAvailability,7,1,0,21,1,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testFeatureAvailability,8,1,0,31,1,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testCalculateTotalCostWithNoFeatures,5,1,0,42,1,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testCalculateTotalCostWithStandardFeatures,6,1,0,49,1,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testPremiumFeatureSurcharge,7,1,0,57,1,,
jekins-main,com.mycompany.gymmembership,GymMembershipTest,testApplyDiscountAndPremiumFeatureSurcharge,7,1,0,68,1,,
