Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
EDD2P-main,casa.proyectoedd2p,App,start,6,1,1,18,0,casa.proyectoedd2p.App,casa.proyectoedd2p.App
EDD2P-main,casa.proyectoedd2p,App,setRoot,3,1,1,26,0,casa.proyectoedd2p.App,casa.proyectoedd2p.App
EDD2P-main,casa.proyectoedd2p,App,loadFXML,4,1,1,30,0,,
EDD2P-main,casa.proyectoedd2p,App,main,3,1,1,35,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,renderizarTreemap,29,3,0,76,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,switchToSecondary,2,1,0,105,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,initialize,2,1,2,110,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,selectPath,13,2,0,115,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,crearDirectorio,22,3,1,130,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,changeColor,10,4,2,153,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,generateRandomColor,15,3,0,165,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,createTreemap,3,1,4,181,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,createTreemap,3,1,5,185,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,createTreemap,60,8,8,189,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,buscar,54,3,3,267,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,explorar,23,1,0,316,0,casa.proyectoedd2p.PrimaryController,casa.proyectoedd2p.PrimaryController
EDD2P-main,casa.proyectoedd2p,PrimaryController,abrirPopup,40,1,3,340,0,,
EDD2P-main,casa.proyectoedd2p,PrimaryController,cerrarPopup,3,1,1,378,0,,
EDD2P-main,clases,Archivo,Archivo,6,1,3,9,0,clases.Archivo,clases.Archivo
EDD2P-main,clases,Archivo,getExtension,9,2,1,16,0,,
EDD2P-main,clases,Archivo,getExtension,3,1,0,29,0,,
EDD2P-main,clases,Archivo,setExtension,3,1,1,33,0,,
EDD2P-main,clases,Archivo,getName,3,1,0,37,0,,
EDD2P-main,clases,Archivo,setName,3,1,1,41,0,,
EDD2P-main,clases,Archivo,getSize,3,1,0,45,0,,
EDD2P-main,clases,Archivo,setSize,3,1,1,49,0,,
EDD2P-main,clases,Archivo,isDirectory,3,1,0,53,0,,
EDD2P-main,clases,Archivo,setDirectory,3,1,1,57,0,,
EDD2P-main,clases,Archivo,toString,3,1,0,63,0,,
EDD2P-main,clases,NodeTree,NodeTree,4,1,1,10,0,,
EDD2P-main,clases,NodeTree,getContent,3,1,0,15,0,,
EDD2P-main,clases,NodeTree,setContent,3,1,1,19,0,,
EDD2P-main,clases,NodeTree,getChildren,3,1,0,23,0,,
EDD2P-main,clases,NodeTree,setChildren,3,1,1,27,0,,
EDD2P-main,clases,NodeTree,addChild,3,1,1,31,0,,
EDD2P-main,clases,NodeTree,toString,3,1,0,35,0,,
EDD2P-main,clases,Tree,Tree,3,1,0,8,0,,
EDD2P-main,clases,Tree,Tree,3,1,1,12,0,,
EDD2P-main,clases,Tree,isEmpty,3,1,0,16,0,,
EDD2P-main,clases,Tree,isLeaf,3,1,0,20,0,clases.Tree,clases.Tree
EDD2P-main,clases,Tree,getRoot,3,1,0,24,0,,
EDD2P-main,clases,Tree,setRoot,3,1,1,28,0,,
EDD2P-main,clases,Tree,imprimir,13,3,0,32,0,clases.Tree,clases.Tree
